name_hotel,url_hotel,adress_hotel,price_hotel,position_by_city_hotel,city_hotel,country_hotel,localisation_hotel,global_rate_hotel,category_hotel,style_hotel,equipments_hotel
Hotel Hermitage Monte-Carlo,https://www.tripadvisor.fr/Hotel_Review-g190409-d196745-Reviews-Hotel_Hermitage_Monte_Carlo-Monte_Carlo.html,"Square Beaumarchais, Monte-Carlo 98000 Monaco",,3 sur 10,Monte-Carlo  ,Monaco  ,Europe||Monaco||Monte-Carlo,4.5,5.0,Au centre-ville||Vue sur la marina,Service de voiturier||Internet gratuit||Piscine||Centre de remise en forme/Salle de sport||Bar/lounge||Babysitting||Clubs pour enfants||Animaux domestiques autorisés (Chien/Animaux de compagnie)||Parking privé payant sur site||Wi-Fi||Wi-Fi payant||Jacuzzi||Serviettes de plage/piscine||Piscine intérieure||Piscine chauffée||Vestiaires du spa/centre de remise en forme||Cours de remise en forme||Sauna||Restaurant||Petit-déjeuner disponible||Buffet de petit-déjeuner||Petit-déjeuner dans la chambre||Vin/champagne||Bar côté piscine||Bar sur le toit||Navette aéroport||Service d'autobus||Centre d'affaires avec accès Internet||Salles de conférence||Salle de réception||Salles de réunion||Spa||Enveloppement corporel||Massage en couple||Soins du visage||Massage des pieds||Massage corporel complet||Hammam||Massage des mains||Massage de la tête||Massage||Massage du cou||Baignoire de plein air||Terrasse sur le toit||Stockage des bagages||Concierge||Change des devises||Hôtel non-fumeurs||Chaises longues/chaises de plage||Solarium||Parasols||Service de majordome||Portier||Réception 24 heures sur 24||Nettoyage à sec||Service de blanchisserie||Service de repassage||Climatisation||Bureau||Service de ménage||Balcon privé||Minibar||Réfrigérateur||Télévision à écran plat||Bidet||Service en chambre||Coffre-fort||Téléphone||Salles de bain privatives||Service de réveil/réveil-matin||Films à la demande||Baignoire/douche||Vue sur l'océan||Vue sur la ville||Suite nuptiale||Chambres non-fumeurs||Suites||Chambres familiales||Service de voiturier||Internet gratuit||Piscine||Centre de remise en forme/Salle de sport||Bar/lounge||Babysitting||Clubs pour enfants||Animaux domestiques autorisés (Chien/Animaux de compagnie)||Parking privé payant sur site||Wi-Fi||Wi-Fi payant||Jacuzzi||Serviettes de plage/piscine||Piscine intérieure||Piscine chauffée||Vestiaires du spa/centre de remise en forme||Cours de remise en forme||Sauna||Restaurant||Petit-déjeuner disponible||Buffet de petit-déjeuner||Petit-déjeuner dans la chambre||Vin/champagne||Bar côté piscine||Bar sur le toit||Navette aéroport||Service d'autobus||Centre d'affaires avec accès Internet||Salles de conférence||Salle de réception||Salles de réunion||Spa||Enveloppement corporel||Massage en couple||Soins du visage||Massage des pieds||Massage corporel complet||Hammam||Massage des mains||Massage de la tête||Massage||Massage du cou||Baignoire de plein air||Terrasse sur le toit||Stockage des bagages||Concierge||Change des devises||Hôtel non-fumeurs||Chaises longues/chaises de plage||Solarium||Parasols||Service de majordome||Portier||Réception 24 heures sur 24||Nettoyage à sec||Service de blanchisserie||Service de repassage||Climatisation||Bureau||Service de ménage||Balcon privé||Minibar||Réfrigérateur||Télévision à écran plat||Bidet||Service en chambre||Coffre-fort||Téléphone||Salles de bain privatives||Service de réveil/réveil-matin||Films à la demande||Baignoire/douche||Vue sur l'océan||Vue sur la ville||Suite nuptiale||Chambres non-fumeurs||Suites||Chambres familiales
Novotel Monte Carlo,https://www.tripadvisor.fr/Hotel_Review-g190409-d638971-Reviews-Novotel_Monte_Carlo-Monte_Carlo.html,"16 Blvd Princesse Charlotte, Monte-Carlo 98000 Monaco",226,7 sur 10,Monte-Carlo  ,Monaco  ,Europe||Monaco||Monte-Carlo,4.0,3.0,Vert,Parking public payant sur site||Internet haut débit gratuit (Wi-Fi)||Piscine extérieure||Centre de remise en forme/Salle de sport||Bar/lounge||Chaînes de télévision pour enfants||Animaux domestiques autorisés (Chien/Animaux de compagnie)||Salles de conférence||Garage||Wi-Fi||Vestiaires du spa/centre de remise en forme||Sauna||Restaurant||Petit-déjeuner disponible||Buffet de petit-déjeuner||Petit-déjeuner dans la chambre||Happy Hour||Menus pour les enfants||Vin/champagne||Bar côté piscine||Salle de réception||Salles de réunion||Hammam||Bain de vapeur||Terrasse sur le toit||Stockage des bagages||Concierge||Chaises longues/chaises de plage||Réception 24 heures sur 24||Arrivée/départ express||Nettoyage à sec||Service de blanchisserie||Service de repassage||Rideaux occultants||Chambres insonorisées||Climatisation||Service de ménage||Chambres communicantes disponibles||Cafetière/théière||TV par câble/satellite||Produits de toilette gratuits||Balcon privé||Service en chambre||Coffre-fort||Téléphone||Penderie/armoire||Eau en bouteille||Coffre pour ordinateur portable||Salles de bain privatives||Minibar||Bouilloire électrique||Télévision à écran plat||Sèche-cheveux||Chambres non-fumeurs||Suites||Chambres familiales||Parking public payant sur site||Internet haut débit gratuit (Wi-Fi)||Piscine extérieure||Centre de remise en forme/Salle de sport||Bar/lounge||Chaînes de télévision pour enfants||Animaux domestiques autorisés (Chien/Animaux de compagnie)||Salles de conférence||Garage||Wi-Fi||Vestiaires du spa/centre de remise en forme||Sauna||Restaurant||Petit-déjeuner disponible||Buffet de petit-déjeuner||Petit-déjeuner dans la chambre||Happy Hour||Menus pour les enfants||Vin/champagne||Bar côté piscine||Salle de réception||Salles de réunion||Hammam||Bain de vapeur||Terrasse sur le toit||Stockage des bagages||Concierge||Chaises longues/chaises de plage||Réception 24 heures sur 24||Arrivée/départ express||Nettoyage à sec||Service de blanchisserie||Service de repassage||Rideaux occultants||Chambres insonorisées||Climatisation||Service de ménage||Chambres communicantes disponibles||Cafetière/théière||TV par câble/satellite||Produits de toilette gratuits||Balcon privé||Service en chambre||Coffre-fort||Téléphone||Penderie/armoire||Eau en bouteille||Coffre pour ordinateur portable||Salles de bain privatives||Minibar||Bouilloire électrique||Télévision à écran plat||Sèche-cheveux||Chambres non-fumeurs||Suites||Chambres familiales
Hotel Boutique B51,https://www.tripadvisor.fr/Hotel_Review-g187439-d264996-Reviews-Hotel_Boutique_B51-Marbella_Costa_del_Sol_Province_of_Malaga_Andalucia.html,"Pasaje Maritimo Benabola, 29660, Marbella Espagne",124,70 sur 77,Marbella  ,Espagne  ,Europe||Espagne||Andalousie||Province of Malaga||Costa del Sol||Marbella,3.0,4.0,Vue sur la baie||Au centre-ville,Parking public payant sur site||Internet gratuit||Petit-déjeuner dans la chambre||Plage||Babysitting||Location de voitures||Salle de réception||Stockage des bagages||Wi-Fi||Supérette||Journal||Hôtel non-fumeurs||Réception 24 heures sur 24||Arrivée/départ express||Nettoyage à sec||Service de blanchisserie||Blanchisserie en libre-service||Service de repassage||Climatisation||Service de ménage||Balcon privé||Coffre-fort||Vue sur l'océan||Chambres non-fumeurs||Suites||Chambres familiales||Parking public payant sur site||Internet gratuit||Petit-déjeuner dans la chambre||Plage||Babysitting||Location de voitures||Salle de réception||Stockage des bagages||Wi-Fi||Supérette||Journal||Hôtel non-fumeurs||Réception 24 heures sur 24||Arrivée/départ express||Nettoyage à sec||Service de blanchisserie||Blanchisserie en libre-service||Service de repassage||Climatisation||Service de ménage||Balcon privé||Coffre-fort||Vue sur l'océan||Chambres non-fumeurs||Suites||Chambres familiales
SLS South Beach,https://www.tripadvisor.fr/Hotel_Review-g34439-d1161105-Reviews-SLS_South_Beach-Miami_Beach_Florida.html,"1701 Collins Avenue, Miami Beach, FL 33139-2006",276,57 sur 237,Miami Beach  ,Floride  ,États-Unis||Floride||Miami Beach,4.5,4.0,Luxueux||Branché,Service de voiturier||Wi-Fi||Piscine||Centre de remise en forme/Salle de sport||Bar/lounge||Plage||Location de vélos||Animaux domestiques autorisés (Chien/Animaux de compagnie)||Parking privé payant sur site||Serviettes de plage/piscine||Piscine réservée aux adultes||Piscine extérieure||Piscine chauffée||Piscine privée||Cours de yoga||Cours de remise en forme||Restaurant||Petit-déjeuner disponible||Buffet de petit-déjeuner||Happy Hour||Salle à manger extérieure||Vin/champagne||Bar côté piscine||Discothèque/DJ||Location de voitures||Service de taxi||Salles de conférence||Salle de réception||Salles de réunion||Sécurité 24 heures sur 24||Stockage des bagages||Concierge||Journal||Hôtel non-fumeurs||Boutiques||Chaises longues/chaises de plage||Solarium||Parasols||Réception 24 heures sur 24||Arrivée/départ express||Nettoyage à sec||Service de blanchisserie||Service de repassage||Chambre hypoallergénique||Rideaux occultants||Climatisation||Plage privée||Cafetière/théière||TV par câble/satellite||Canapé-lit||Douche à l'italienne||Peignoirs||Bureau||Service de ménage||Chambres communicantes disponibles||Service en chambre||Coffre-fort||Téléphone||Équipements de chambre VIP||Penderie||Fer à repasser||Coffre pour ordinateur portable||Salles de bain privatives||Service de réveil/réveil-matin||Minibar||Télévision à écran plat||Films à la demande||Baignoire/douche||Produits de toilette gratuits||Sèche-cheveux||Vue sur l'océan||Vue sur la ville||Vue sur la piscine||Suite nuptiale||Chambres non-fumeurs||Suites||Service de voiturier||Wi-Fi||Piscine||Centre de remise en forme/Salle de sport||Bar/lounge||Plage||Location de vélos||Animaux domestiques autorisés (Chien/Animaux de compagnie)||Parking privé payant sur site||Serviettes de plage/piscine||Piscine réservée aux adultes||Piscine extérieure||Piscine chauffée||Piscine privée||Cours de yoga||Cours de remise en forme||Restaurant||Petit-déjeuner disponible||Buffet de petit-déjeuner||Happy Hour||Salle à manger extérieure||Vin/champagne||Bar côté piscine||Discothèque/DJ||Location de voitures||Service de taxi||Salles de conférence||Salle de réception||Salles de réunion||Sécurité 24 heures sur 24||Stockage des bagages||Concierge||Journal||Hôtel non-fumeurs||Boutiques||Chaises longues/chaises de plage||Solarium||Parasols||Réception 24 heures sur 24||Arrivée/départ express||Nettoyage à sec||Service de blanchisserie||Service de repassage||Chambre hypoallergénique||Rideaux occultants||Climatisation||Plage privée||Cafetière/théière||TV par câble/satellite||Canapé-lit||Douche à l'italienne||Peignoirs||Bureau||Service de ménage||Chambres communicantes disponibles||Service en chambre||Coffre-fort||Téléphone||Équipements de chambre VIP||Penderie||Fer à repasser||Coffre pour ordinateur portable||Salles de bain privatives||Service de réveil/réveil-matin||Minibar||Télévision à écran plat||Films à la demande||Baignoire/douche||Produits de toilette gratuits||Sèche-cheveux||Vue sur l'océan||Vue sur la ville||Vue sur la piscine||Suite nuptiale||Chambres non-fumeurs||Suites
The Beverly Hills Hotel,https://www.tripadvisor.fr/Hotel_Review-g32070-d76093-Reviews-The_Beverly_Hills_Hotel-Beverly_Hills_California.html,"9641 Sunset Blvd, Beverly Hills, CA 90210-2938",619,2 sur 16,Beverly Hills  ,Californie  ,États-Unis||Californie||Beverly Hills,4.5,5.0,Charmant||Hôtel historique,Parking||Internet haut débit gratuit (Wi-Fi)||Piscine||Centre de remise en forme/Salle de sport||Bar/lounge||Court de tennis||Babysitting||Animaux domestiques autorisés (Chien/Animaux de compagnie)||Wi-Fi||Jacuzzi||Serviettes de plage/piscine||Piscine extérieure||Piscine chauffée||Cours de remise en forme||Sauna||Restaurant||Bar côté piscine||Navette aéroport||Centre d'affaires avec accès Internet||Salles de conférence||Salle de réception||Salles de réunion||Spa||Massage en couple||Soins du visage||Concierge||Change des devises||Journal||Hôtel non-fumeurs||Service de majordome||Nettoyage à sec||Service de blanchisserie||Service de repassage||Climatisation||Cheminée||Service de ménage||Balcon privé||Service en chambre||Minibar||Télévision à écran plat||Station d'accueil pour iPod||Coffre-fort||Coffre pour ordinateur portable||Suite nuptiale||Chambres non-fumeurs||Suites||Chambres familiales||Parking||Internet haut débit gratuit (Wi-Fi)||Piscine||Centre de remise en forme/Salle de sport||Bar/lounge||Court de tennis||Babysitting||Animaux domestiques autorisés (Chien/Animaux de compagnie)||Wi-Fi||Jacuzzi||Serviettes de plage/piscine||Piscine extérieure||Piscine chauffée||Cours de remise en forme||Sauna||Restaurant||Bar côté piscine||Navette aéroport||Centre d'affaires avec accès Internet||Salles de conférence||Salle de réception||Salles de réunion||Spa||Massage en couple||Soins du visage||Concierge||Change des devises||Journal||Hôtel non-fumeurs||Service de majordome||Nettoyage à sec||Service de blanchisserie||Service de repassage||Climatisation||Cheminée||Service de ménage||Balcon privé||Service en chambre||Minibar||Télévision à écran plat||Station d'accueil pour iPod||Coffre-fort||Coffre pour ordinateur portable||Suite nuptiale||Chambres non-fumeurs||Suites||Chambres familiales
Hôtel Métropole Genève,https://www.tripadvisor.fr/Hotel_Review-g188057-d234227-Reviews-Hotel_Metropole_Geneve-Geneva.html,"34 Quai General Guisan Rue du rhône, Genève 1204 Suisse",396,15 sur 113,Genève  ,Suisse  ,Europe||Suisse||Canton de Genève||Genève,4.5,5.0,Vue sur le parc||Vue sur le lac,Internet haut débit gratuit (Wi-Fi)||Centre de remise en forme/Salle de sport||Bar/lounge||Location de vélos||Babysitting||Animaux domestiques autorisés (Chien/Animaux de compagnie)||Navette aéroport||Salles de conférence||Wi-Fi||Restaurant||Petit-déjeuner disponible||Buffet de petit-déjeuner||Petit-déjeuner dans la chambre||Café soluble offert||Bar sur le toit||Location de voitures||Salle de réception||Salles de réunion||Terrasse sur le toit||Stockage des bagages||Concierge||Change des devises||Service de majordome||Portier||Réception 24 heures sur 24||Nettoyage à sec||Service de blanchisserie||Service de repassage||Climatisation||Balcon privé||Service en chambre||Coffre-fort||Minibar||Télévision à écran plat||Chambres non-fumeurs||Suites||Chambres familiales||Internet haut débit gratuit (Wi-Fi)||Centre de remise en forme/Salle de sport||Bar/lounge||Location de vélos||Babysitting||Animaux domestiques autorisés (Chien/Animaux de compagnie)||Navette aéroport||Salles de conférence||Wi-Fi||Restaurant||Petit-déjeuner disponible||Buffet de petit-déjeuner||Petit-déjeuner dans la chambre||Café soluble offert||Bar sur le toit||Location de voitures||Salle de réception||Salles de réunion||Terrasse sur le toit||Stockage des bagages||Concierge||Change des devises||Service de majordome||Portier||Réception 24 heures sur 24||Nettoyage à sec||Service de blanchisserie||Service de repassage||Climatisation||Balcon privé||Service en chambre||Coffre-fort||Minibar||Télévision à écran plat||Chambres non-fumeurs||Suites||Chambres familiales
La Sivoliere,https://www.tripadvisor.fr/Hotel_Review-g187262-d219806-Reviews-La_Sivoliere-Courchevel_Savoie_Auvergne_Rhone_Alpes.html,"Rue des Chenus, 73120, Courchevel France",587,23 sur 56,Courchevel  ,France  ,Europe||France||Auvergne-Rhône-Alpes||Savoie||Courchevel,4.5,5.0,Romantique||Charmant,"Station de recharge pour véhicules électriques||Internet haut débit gratuit (Wi-Fi)||Piscine||Centre de remise en forme/Salle de sport||Bar/lounge||Salle de jeux||Location de skis||Babysitting||Service de voiturier||Parking privé payant sur site||Wi-Fi||Serviettes de plage/piscine||Jouets de piscine||Piscine intérieure||Piscine chauffée||Sauna||Restaurant||Buffet de petit-déjeuner||Petit-déjeuner dans la chambre||Menus pour les enfants||Snack-bar||Menus spéciaux||École de ski||Ski||Parc aquatique hors site||Livres, DVD, musique pour les enfants||Chaînes de télévision pour enfants||Aire de jeux intérieure pour les enfants||Chaises hautes disponibles||Animaux domestiques autorisés (Chien/Animaux de compagnie)||Services de navette/taxi gratuits||Navette aéroport||Service de taxi||Spa||Soins du visage||Massage des pieds||Massage corporel complet||Hammam||Massage des mains||Massage de la tête||Manucure||Massage||Massage du cou||Pédicure||Bain de vapeur||Services d'épilation||Skis aux pieds||Stockage des bagages||Concierge||Hôtel non-fumeurs||Portier||Arrivée 24 heures sur 24||Réception 24 heures sur 24||Nettoyage à sec||Service de blanchisserie||Service de repassage||Cirage||Rideaux occultants||Chambres insonorisées||Bureau||Service de ménage||Chambres communicantes disponibles||Minibar||TV par câble/satellite||Baignoire/douche||Peignoirs||Service en chambre||Coffre-fort||Coin salon||Téléphone||Penderie/armoire||Eau en bouteille||Penderie||Service de réveil/réveil-matin||Télévision à écran plat||Films à la demande||Produits de toilette gratuits||Sèche-cheveux||Suite nuptiale||Chambres non-fumeurs||Suites||Chambres familiales||Station de recharge pour véhicules électriques||Internet haut débit gratuit (Wi-Fi)||Piscine||Centre de remise en forme/Salle de sport||Bar/lounge||Salle de jeux||Location de skis||Babysitting||Service de voiturier||Parking privé payant sur site||Wi-Fi||Serviettes de plage/piscine||Jouets de piscine||Piscine intérieure||Piscine chauffée||Sauna||Restaurant||Buffet de petit-déjeuner||Petit-déjeuner dans la chambre||Menus pour les enfants||Snack-bar||Menus spéciaux||École de ski||Ski||Parc aquatique hors site||Livres, DVD, musique pour les enfants||Chaînes de télévision pour enfants||Aire de jeux intérieure pour les enfants||Chaises hautes disponibles||Animaux domestiques autorisés (Chien/Animaux de compagnie)||Services de navette/taxi gratuits||Navette aéroport||Service de taxi||Spa||Soins du visage||Massage des pieds||Massage corporel complet||Hammam||Massage des mains||Massage de la tête||Manucure||Massage||Massage du cou||Pédicure||Bain de vapeur||Services d'épilation||Skis aux pieds||Stockage des bagages||Concierge||Hôtel non-fumeurs||Portier||Arrivée 24 heures sur 24||Réception 24 heures sur 24||Nettoyage à sec||Service de blanchisserie||Service de repassage||Cirage||Rideaux occultants||Chambres insonorisées||Bureau||Service de ménage||Chambres communicantes disponibles||Minibar||TV par câble/satellite||Baignoire/douche||Peignoirs||Service en chambre||Coffre-fort||Coin salon||Téléphone||Penderie/armoire||Eau en bouteille||Penderie||Service de réveil/réveil-matin||Télévision à écran plat||Films à la demande||Produits de toilette gratuits||Sèche-cheveux||Suite nuptiale||Chambres non-fumeurs||Suites||Chambres familiales"
Casa Malca,https://www.tripadvisor.fr/Hotel_Review-g150813-d8631919-Reviews-Casa_Malca-Tulum_Yucatan_Peninsula.html,"Carretera boca Paila km 9.5, Tulum 77780 Mexique",357,56 sur 173,Tulum  ,Péninsule du Yucatan  ,Mexique||Péninsule du Yucatan||Quintana Roo||Riviera Maya||Tulum,4.0,4.0,Luxueux||Branché,Parking gratuit||Internet haut débit gratuit (Wi-Fi)||Piscine||Petit-déjeuner inclus||Plage||Location de vélos||Navette aéroport||Massage en couple||Parking sécurisé||Wi-Fi||Serviettes de plage/piscine||Piscine extérieure||Bar/lounge||Restaurant||Petit-déjeuner disponible||Vélos disponibles||Massage||Concierge||Chaises longues/chaises de plage||Solarium||Parasols||Réception 24 heures sur 24||Service de blanchisserie||Climatisation||Plage privée||Service de ménage||Service en chambre||Minibar||Réfrigérateur||Baignoire/douche||Produits de toilette gratuits||Coffre-fort||Vue sur l'océan||Suite nuptiale||Chambres non-fumeurs||Suites||Chambres familiales||Parking gratuit||Internet haut débit gratuit (Wi-Fi)||Piscine||Petit-déjeuner inclus||Plage||Location de vélos||Navette aéroport||Massage en couple||Parking sécurisé||Wi-Fi||Serviettes de plage/piscine||Piscine extérieure||Bar/lounge||Restaurant||Petit-déjeuner disponible||Vélos disponibles||Massage||Concierge||Chaises longues/chaises de plage||Solarium||Parasols||Réception 24 heures sur 24||Service de blanchisserie||Climatisation||Plage privée||Service de ménage||Service en chambre||Minibar||Réfrigérateur||Baignoire/douche||Produits de toilette gratuits||Coffre-fort||Vue sur l'océan||Suite nuptiale||Chambres non-fumeurs||Suites||Chambres familiales
Amanpuri,https://www.tripadvisor.fr/Hotel_Review-g15274191-d305200-Reviews-Amanpuri-Cherngtalay_Choeng_Thale_Thalang_District_Phuket.html,"118, Moo 3 Pansea Beach, Cherngtalay, Cherngtalay, Phuket 83110 Thaïlande",5 594,1 sur 3,Cherngtalay  ,Thaïlande  ,Asie||Thaïlande||Phuket||Thalang District||Cherngtalay||Cherngtalay,4.5,5.0,Superbe vue,Parking gratuit||Internet haut débit gratuit (Wi-Fi)||Piscine||Centre de remise en forme/Salle de sport||Petit-déjeuner inclus||Plage||Bateau||Babysitting||Service de voiturier||Wi-Fi||Jacuzzi||Piscine à débordement||Piscine avec vue||Piscine extérieure||Piscine avec plongeoir||Cours de yoga||Salle de yoga||Vestiaires du spa/centre de remise en forme||Cours de remise en forme||Entraîneur personnel||Sauna||Bar/lounge||Restaurant||Petit-déjeuner disponible||Boisson de bienvenue offerte||Menus pour les enfants||Salle à manger extérieure||Menus spéciaux||Vin/champagne||Bar côté piscine||Plongée||Minigolf||Court de tennis||Location d'équipements de sport nautique||Divertissements le soir||Équipements de jeux pour enfants en plein air||Navette aéroport||Service d'autobus||Service de taxi||Centre d'affaires avec accès Internet||Salles de conférence||Salles de réunion||Spa||Enveloppement corporel||Massage en couple||Soins du visage||Bain de pieds||Massage des pieds||Massage corporel complet||Massage des mains||Massage de la tête||Luminothérapie||Manucure||Massage||Fauteuil de massage||Massage du cou||Pédicure||Bain de vapeur||Sécurité 24 heures sur 24||Concierge||Change des devises||Boutique de cadeaux||Mobilier d'extérieur||Chaises longues/chaises de plage||Parasols||Service de majordome||Trousse de premiers soins||Infirmerie||Parasol||Réception 24 heures sur 24||Nettoyage à sec||Service de blanchisserie||Service de repassage||Peignoirs||Climatisation||Plage privée||Salle de bain supplémentaire||Bureau||Cafetière/théière||Télévision à écran plat||Bidet||Salle-à-manger||Cheminée||Service de ménage||Chambres communicantes disponibles||Balcon privé||Service en chambre||Coffre-fort||Téléphone||Eau en bouteille||Penderie||Salles de bain privatives||Service de réveil/réveil-matin||Minibar||Réfrigérateur||Films à la demande||Douche à l'italienne||Produits de toilette gratuits||Vue sur l'océan||Vue sur la piscine||Chambres non-fumeurs||Suites||Chambres familiales||Parking gratuit||Internet haut débit gratuit (Wi-Fi)||Piscine||Centre de remise en forme/Salle de sport||Petit-déjeuner inclus||Plage||Bateau||Babysitting||Service de voiturier||Wi-Fi||Jacuzzi||Piscine à débordement||Piscine avec vue||Piscine extérieure||Piscine avec plongeoir||Cours de yoga||Salle de yoga||Vestiaires du spa/centre de remise en forme||Cours de remise en forme||Entraîneur personnel||Sauna||Bar/lounge||Restaurant||Petit-déjeuner disponible||Boisson de bienvenue offerte||Menus pour les enfants||Salle à manger extérieure||Menus spéciaux||Vin/champagne||Bar côté piscine||Plongée||Minigolf||Court de tennis||Location d'équipements de sport nautique||Divertissements le soir||Équipements de jeux pour enfants en plein air||Navette aéroport||Service d'autobus||Service de taxi||Centre d'affaires avec accès Internet||Salles de conférence||Salles de réunion||Spa||Enveloppement corporel||Massage en couple||Soins du visage||Bain de pieds||Massage des pieds||Massage corporel complet||Massage des mains||Massage de la tête||Luminothérapie||Manucure||Massage||Fauteuil de massage||Massage du cou||Pédicure||Bain de vapeur||Sécurité 24 heures sur 24||Concierge||Change des devises||Boutique de cadeaux||Mobilier d'extérieur||Chaises longues/chaises de plage||Parasols||Service de majordome||Trousse de premiers soins||Infirmerie||Parasol||Réception 24 heures sur 24||Nettoyage à sec||Service de blanchisserie||Service de repassage||Peignoirs||Climatisation||Plage privée||Salle de bain supplémentaire||Bureau||Cafetière/théière||Télévision à écran plat||Bidet||Salle-à-manger||Cheminée||Service de ménage||Chambres communicantes disponibles||Balcon privé||Service en chambre||Coffre-fort||Téléphone||Eau en bouteille||Penderie||Salles de bain privatives||Service de réveil/réveil-matin||Minibar||Réfrigérateur||Films à la demande||Douche à l'italienne||Produits de toilette gratuits||Vue sur l'océan||Vue sur la piscine||Chambres non-fumeurs||Suites||Chambres familiales
Café Royal Hôtel,https://www.tripadvisor.fr/Hotel_Review-g186338-d586582-Reviews-Hotel_Cafe_Royal-London_England.html,"68 Regent Street, Londres W1B 5RL Angleterre",483,12 sur 1 155,Londres  ,Royaume-Uni (UK)  ,Europe||Royaume-Uni(UK)||Angleterre||Londres,4.5,5.0,Luxueux||Charmant,Internet haut débit gratuit (Wi-Fi)||Piscine||Centre de remise en forme/Salle de sport||Bar/lounge||Discothèque/DJ||Babysitting||Navette aéroport||Salles de conférence||Wi-Fi||Jacuzzi||Piscine intérieure||Piscine chauffée||Vestiaires du spa/centre de remise en forme||Sauna||Café||Restaurant||Petit-déjeuner dans la chambre||Café soluble offert||Salle de réception||Salles de réunion||Spa||Massage en couple||Soins du visage||Massage des pieds||Massage||Salon||Sécurité 24 heures sur 24||Stockage des bagages||Concierge||Change des devises||Journal||Hôtel non-fumeurs||Service de majordome||Portier||Arrivée/départ express||Nettoyage à sec||Service de blanchisserie||Service de repassage||Chambre hypoallergénique||Climatisation||Service de ménage||Service en chambre||Coffre-fort||Minibar||Réfrigérateur||Télévision à écran plat||Films à la demande||Suite nuptiale||Chambres non-fumeurs||Suites||Chambres familiales||Internet haut débit gratuit (Wi-Fi)||Piscine||Centre de remise en forme/Salle de sport||Bar/lounge||Discothèque/DJ||Babysitting||Navette aéroport||Salles de conférence||Wi-Fi||Jacuzzi||Piscine intérieure||Piscine chauffée||Vestiaires du spa/centre de remise en forme||Sauna||Café||Restaurant||Petit-déjeuner dans la chambre||Café soluble offert||Salle de réception||Salles de réunion||Spa||Massage en couple||Soins du visage||Massage des pieds||Massage||Salon||Sécurité 24 heures sur 24||Stockage des bagages||Concierge||Change des devises||Journal||Hôtel non-fumeurs||Service de majordome||Portier||Arrivée/départ express||Nettoyage à sec||Service de blanchisserie||Service de repassage||Chambre hypoallergénique||Climatisation||Service de ménage||Service en chambre||Coffre-fort||Minibar||Réfrigérateur||Télévision à écran plat||Films à la demande||Suite nuptiale||Chambres non-fumeurs||Suites||Chambres familiales
Ibiza Gran Hotel,https://www.tripadvisor.fr/Hotel_Review-g664638-d662867-Reviews-Ibiza_Gran_Hotel-Ibiza_Town_Ibiza_Balearic_Islands.html,"Paseo Joan Carles I 15-17, 07800, Ibiza, Ibiza Espagne",297,6 sur 52,Ibiza  ,Espagne  ,Europe||Espagne||Îles Baléares||Ibiza||Ibiza,4.5,5.0,Luxueux||Vue sur la marina,Parking||Internet haut débit gratuit (Wi-Fi)||Piscine||Centre de remise en forme/Salle de sport||Petit-déjeuner inclus||Casino et jeux d'argent||Discothèque/DJ||Navette aéroport||Wi-Fi||Jacuzzi||Piscine réservée aux adultes||Piscine extérieure||Piscine chauffée||Sauna||Bar/lounge||Restaurant||Buffet de petit-déjeuner||Bar côté piscine||Centre d'affaires avec accès Internet||Salles de conférence||Salle de réception||Salles de réunion||Spa||Soins du visage||Stockage des bagages||Concierge||Hôtel non-fumeurs||Service de majordome||Nettoyage à sec||Service de blanchisserie||Climatisation||Balcon privé||Service en chambre||Coffre-fort||Minibar||Télévision à écran plat||Vue sur l'océan||Chambres non-fumeurs||Suites||Chambres familiales||Parking||Internet haut débit gratuit (Wi-Fi)||Piscine||Centre de remise en forme/Salle de sport||Petit-déjeuner inclus||Casino et jeux d'argent||Discothèque/DJ||Navette aéroport||Wi-Fi||Jacuzzi||Piscine réservée aux adultes||Piscine extérieure||Piscine chauffée||Sauna||Bar/lounge||Restaurant||Buffet de petit-déjeuner||Bar côté piscine||Centre d'affaires avec accès Internet||Salles de conférence||Salle de réception||Salles de réunion||Spa||Soins du visage||Stockage des bagages||Concierge||Hôtel non-fumeurs||Service de majordome||Nettoyage à sec||Service de blanchisserie||Climatisation||Balcon privé||Service en chambre||Coffre-fort||Minibar||Télévision à écran plat||Vue sur l'océan||Chambres non-fumeurs||Suites||Chambres familiales
